S/N,Forest Id,Tree Species,Family,Dbh(cm),Db(m),Dm(m),Dt(m),Ht(m),Density,Plot Id
267,2,Pausinystalia brachythyrsa,Rubiaceae,11.1,0.12,0.08,0.02,11,0.6,Plot2_5
268,2,Nauclea diderrichii,Rubiaceae,22.2,0.3,0.24,0.08,16.5,0.69,Plot2_5
269,2,Pausinystalia brachythyrsa,Rubiaceae,23.8,0.29,0.16,0.05,13.9,0.6,Plot2_5
270,2,Pausinystalia brachythyrsa,Rubiaceae,105,1.05,0.65,0.19,29,0.6,Plot2_5
271,2,Zanthoxylum zanthoxyloides,Rutaceae,19.4,0.21,0.12,0.03,8.6,0.59,Plot2_5
272,2,Zanthoxylum zanthoxyloides,Rutaceae,12.5,0.18,0.06,0.01,8,0.59,Plot2_5
273,2,Zanthoxylum zanthoxyloides,Rutaceae,22,0.24,0.12,0.03,8,0.59,Plot2_5
274,2,Lecaniodiscus cupanioides,Sapindaceae,10.2,0.18,0.11,0.02,6.8,0.43,Plot2_5
275,2,Lecaniodiscus cupanioides,Sapindaceae,9,0.1,0.06,0.03,5.8,0.43,Plot2_5
276,2,Lecaniodiscus cupanioides,Sapindaceae,14.8,0.22,0.12,0.07,5,0.43,Plot2_5
277,2,Chrysophyllum perpulchrum,Sapotaceae,38.4,0.58,0.16,0.06,22,0.68,Plot2_5
278,2,Chrysophyllum perpulchrum,Sapotaceae,15.8,0.2,0.12,0.04,12.8,0.68,Plot2_5
279,2,Chrysophyllum perpulchrum,Sapotaceae,31,0.33,0.19,0.08,13.8,0.68,Plot2_5
280,2,Chrysophyllum perpulchrum,Sapotaceae,29.9,0.42,0.22,0.1,14.8,0.68,Plot2_5
281,2,Chrysophyllum perpulchrum,Sapotaceae,17.3,0.25,0.14,0.04,11.5,0.68,Plot2_5
282,2,Parkia biglobosa,Fabaceae,22.6,0.36,0.16,0.07,14,0.53,Plot2_5
283,2,Parkia biglobosa,Fabaceae,68,0.68,0.38,0.17,26,0.53,Plot2_5
284,2,Cola gigantea,Malvaceae,22.5,0.25,0.21,0.09,6.7,0.54,Plot2_5
285,2,Cola gigantea,Malvaceae,41.6,0.54,0.26,0.14,18,0.54,Plot2_5
286,2,Cola gigantea,Malvaceae,19,0.28,0.12,0.04,9.5,0.54,Plot2_5
287,2,Cola gigantea,Malvaceae,12.5,0.17,0.1,0.03,7,0.54,Plot2_5
288,2,Cola gigantea,Malvaceae,25.1,0.39,0.2,0.09,14,0.54,Plot2_5
289,2,Sterculia tragacantha,Malvaceae,25.3,0.31,0.19,0.1,14.8,0.48,Plot2_5
290,2,Sterculia rhinopetala,Malvaceae,10.5,0.14,0.08,0.02,14.5,0.64,Plot2_5
291,2,Sterculia rhinopetala,Malvaceae,15.5,0.2,0.18,0.07,14,0.64,Plot2_6
292,2,Cola gigantea,Malvaceae,21.8,0.28,0.17,0.08,14.9,0.54,Plot2_6
293,2,Pterygota macrocarpa,Malvaceae,12.3,0.16,0.1,0.03,6.8,0.52,Plot2_6
294,2,Sterculia rhinopetala,Malvaceae,86,0.86,0.48,0.15,27.5,0.64,Plot2_6
295,2,Cola nitida,Malvaceae,38.9,0.44,0.25,0.11,16.8,0.66,Plot2_6
296,2,Cola nitida,Malvaceae,12.8,0.15,0.11,0.03,8.6,0.66,Plot2_6
297,2,Sterculia rhinopetala,Malvaceae,20.1,0.25,0.14,0.07,14.8,0.64,Plot2_6
298,2,Sterculia rhinopetala,Malvaceae,33,0.35,0.24,0.1,16.8,0.64,Plot2_6
299,2,Sterculia rhinopetala,Malvaceae,22.2,0.38,0.15,0.03,11.5,0.64,Plot2_6
300,2,Sterculia rhinopetala,Malvaceae,20.9,0.27,0.16,0.07,14.8,0.64,Plot2_6
301,2,Sterculia rhinopetala,Malvaceae,145,1.45,0.68,0.16,24.8,0.64,Plot2_6
302,2,Sterculia rhinopetala,Malvaceae,63.2,0.83,0.36,0.15,23.8,0.64,Plot2_6
303,2,Triplochiton scleroxylon,Malvaceae,45.8,0.46,0.2,0.1,16.8,0.34,Plot2_6
304,2,Desplatsia dewevrei,Malvaceae,15,0.15,0.11,0.03,11.2,0.62,Plot2_6
305,2,Desplatsia dewevrei,Malvaceae,19.3,0.19,0.14,0.03,11.8,0.62,Plot2_6
306,2,Celtis zenkeri,Cannabaceae,11.5,0.13,0.82,0.01,7.5,0.65,Plot2_6
307,2,Celtis zenkeri,Cannabaceae,56.5,0.57,0.34,0.17,28,0.65,Plot2_6
308,2,Celtis zenkeri,Cannabaceae,18.8,0.25,0.12,0.02,14.8,0.65,Plot2_6
309,2,Celtis zenkeri,Cannabaceae,25.4,0.34,0.16,0.09,16.8,0.65,Plot2_6
310,2,Celtis zenkeri,Cannabaceae,49.5,0.5,0.28,0.18,24.5,0.65,Plot2_6
311,2,Celtis zenkeri,Cannabaceae,12.8,0.17,0.09,0.03,13.5,0.65,Plot2_6
312,2,Celtis zenkeri,Cannabaceae,17,0.2,0.11,0.03,7.5,0.65,Plot2_7
313,2,Celtis zenkeri,Cannabaceae,90,0.9,0.45,0.17,30,0.65,Plot2_7
314,2,Celtis zenkeri,Cannabaceae,29,0.32,0.2,0.15,14.4,0.65,Plot2_7
315,2,Celtis zenkeri,Cannabaceae,25.6,0.28,0.18,0.09,14.8,0.65,Plot2_7
316,2,Celtis zenkeri,Cannabaceae,135,1.35,0.78,0.25,32,0.65,Plot2_7
317,2,Celtis zenkeri,Cannabaceae,18,0.26,0.14,0.05,6.8,0.65,Plot2_7
318,2,Celtis zenkeri,Cannabaceae,85.2,0.85,0.28,0.14,18.2,0.65,Plot2_7
319,2,Celtis zenkeri,Cannabaceae,28,0.36,0.14,0.11,12.5,0.65,Plot2_7
320,2,Celtis zenkeri,Cannabaceae,14.8,0.25,0.12,0.03,8.5,0.65,Plot2_7
321,2,Celtis zenkeri,Cannabaceae,34,0.34,0.24,0.12,16.8,0.65,Plot2_7
322,2,Celtis zenkeri,Cannabaceae,50.5,0.51,0.23,0.16,24.8,0.65,Plot2_7
323,2,Celtis zenkeri,Cannabaceae,50.4,0.5,0.21,0.09,18.2,0.65,Plot2_7
324,2,Celtis zenkeri,Cannabaceae,28.6,0.3,0.22,0.11,15.9,0.65,Plot2_7
325,2,Celtis zenkeri,Cannabaceae,12.9,0.15,0.11,0.02,9.5,0.65,Plot2_7
326,2,Celtis zenkeri,Cannabaceae,13.2,0.19,0.11,0.03,11,0.65,Plot2_7
327,2,Celtis zenkeri,Cannabaceae,21.1,0.24,0.16,0.04,13.5,0.65,Plot2_7
328,2,Cola nitida,Malvaceae,30.5,0.37,0.22,0.08,17,0.66,Plot2_7
329,2,Diospyros crassiflora ,Ebenaceae,16.5,0.17,0.08,0.01,4.8,0.9,Plot2_7
330,2,Diospyros crassiflora ,Ebenaceae,20.5,0.24,0.16,0.04,11.8,0.9,Plot2_7
331,2,Diospyros crassiflora ,Ebenaceae,18,0.2,0.15,0.05,12,0.9,Plot2_7
332,2,Strombosia grandifolia,Olacaceae,17.5,0.21,0.12,0.04,10.8,0.9,Plot2_7
333,2,Strombosia grandifolia,Olacaceae,10,0.15,0.07,0.03,6.8,0.9,Plot2_7
334,2,Strombosia grandifolia,Olacaceae,10.5,0.16,0.06,0.04,4.8,0.9,Plot2_7
335,2,Albizia ferruginea,Fabaceae,27.8,0.3,0.19,0.19,16,0.47,Plot2_7
336,2,Antiaris toxicaria,Moraceae,30,0.37,0.2,0.17,13,0.38,Plot2_7
337,2,Bombax buonopozense,Malvaceae,50,0.7,0.35,0.2,18,0.32,Plot2_7
338,2,Cordia millenii,Boraginaceae,80,1,0.52,0.3,15,0.52,Plot2_8
339,2,Cordia millenii,Boraginaceae,63.4,0.82,0.5,0.35,16,0.52,Plot2_8
340,2,Cordia millenii,Boraginaceae,80,0.8,0.5,0.32,12,0.52,Plot2_8
341,2,Cordia millenii,Boraginaceae,70,0.7,0.5,0.28,23,0.52,Plot2_8
342,2,Cordia millenii,Boraginaceae,85,1,0.7,0.5,10,0.52,Plot2_8
343,2,Cordia millenii,Boraginaceae,33.5,0.31,0.2,0.17,14,0.52,Plot2_8
344,2,Cordia millenii,Boraginaceae,54,0.6,0.46,0.2,13.6,0.52,Plot2_8
345,2,Cordia millenii,Boraginaceae,80,0.8,0.47,0.37,16,0.52,Plot2_8
346,2,Hevea brasiliensis,Euphorbiaceae,31.5,0.36,0.23,0.18,14,0.49,Plot2_8
347,2,Hevea brasiliensis,Euphorbiaceae,22.9,0.28,0.16,0.1,12,0.49,Plot2_8
348,2,Hevea brasiliensis,Euphorbiaceae,24,0.46,0.18,0.1,10,0.49,Plot2_8
349,2,Pouteria alnifolia,Fabaceae,40,0.4,0.35,0.1,10,0.55,Plot2_8
350,2,Pouteria alnifolia,Fabaceae,29.4,0.38,0.25,0.2,11,0.55,Plot2_8
351,2,Pterygota macrocarpa,Malvaceae,32,0.32,0.2,0.15,12,0.52,Plot2_8
352,2,Pterygota macrocarpa,Malvaceae,24,0.29,0.18,0.16,12,0.52,Plot2_8
353,2,Sterculia rhinopetala,Malvaceae,34.5,0.31,0.22,0.2,6,0.64,Plot2_8
354,2,Sterculia rhinopetala,Malvaceae,23,0.26,0.2,0.1,8,0.64,Plot2_8
355,2,Sterculia rhinopetala,Malvaceae,42,0.68,0.35,0.23,16,0.64,Plot2_8
356,2,Sterculia rhinopetala,Malvaceae,32.9,0.6,0.24,0.12,20,0.64,Plot2_8
357,2,Sterculia rhinopetala,Malvaceae,35,0.4,0.2,0.18,9,0.64,Plot2_8
358,2,Strombosia pustulata,Olacaceae,29.9,0.36,0.2,0.1,5,0.83,Plot2_8
359,2,Terminalia superba,Combretaceae,36,0.54,0.3,0.23,10,0.45,Plot2_8
360,2,Zanthoxylum zanthoxyloides,Rutaceae,34,0.4,0.2,0.14,15,0.59,Plot2_8
361,2,Zanthoxylum zanthoxyloides,Rutaceae,42,0.5,0.3,0.22,14,0.59,Plot2_8
362,2,Afzelia africana,Fabaceae,68.9,0.71,0.54,0.4,14,0.67,Plot2_8
363,2,Alstonia boonei,Apocynaceae,63,0.83,0.5,0.4,10,0.37,Plot2_8
364,2,Antiaris toxicaria,Moraceae,31.5,0.5,0.23,0.18,17,0.38,Plot2_9
365,2,Antiaris toxicaria,Moraceae,30.5,0.4,0.2,0.18,16.7,0.38,Plot2_9
366,2,Bridelia ferruginea,Phyllanthaceae,35,0.39,0.25,0.11,7,0.47,Plot2_9
367,2,Euphorbia tirucalli,Euphorbiaceae,61,0.61,0.52,0.46,6,0.48,Plot2_9
368,2,Euphorbia tirucalli,Euphorbiaceae,58,0.74,0.04,0.25,11.7,0.48,Plot2_9
369,2,Ficus exasperata,Moraceae,57.8,0.64,0.4,0.25,12.6,0.34,Plot2_9
370,2,Gossweileirodendron balsamiferum,Fabaceae,50,0.52,0.35,0.3,8,0.29,Plot2_9
371,2,Lovoa trichilioides,Meliaceae,85,1.2,0.48,0.2,16.9,0.48,Plot2_9
372,2,Mansonia altissima,Malvaceae,41,0.58,0.21,0.15,18,0.58,Plot2_9
373,2,Mansonia altissima,Malvaceae,25,0.33,0.18,0.11,10,0.58,Plot2_9
374,2,Mansonia altissima,Malvaceae,33,0.49,0.18,0.1,17.5,0.58,Plot2_9
375,2,Mansonia altissima,Malvaceae,22,0.3,0.15,0.1,12,0.58,Plot2_9
376,2,Mansonia altissima,Malvaceae,23.1,0.29,0.12,0.08,15.8,0.58,Plot2_9
377,2,Mansonia altissima,Malvaceae,42,0.5,0.35,0.2,19,0.58,Plot2_9
378,2,Mansonia altissima,Malvaceae,50,0.59,0.36,0.3,11.2,0.58,Plot2_9
379,2,Pterygota macrocarpa,Malvaceae,60,0.6,0.3,0.1,20,0.52,Plot2_9
380,2,Pterygota macrocarpa,Malvaceae,80,0.8,0.63,0.47,12,0.52,Plot2_9
381,2,Pterygota macrocarpa,Malvaceae,36.2,0.52,0.32,0.2,12,0.52,Plot2_9
382,2,Sterculia rhinopetala,Malvaceae,48,0.75,0.2,0.13,22.5,0.64,Plot2_9
383,2,Sterculia rhinopetala,Malvaceae,22,0.32,0.12,0.1,8,0.64,Plot2_9
384,2,Terminalia superba,Combretaceae,29,0.35,0.2,0.11,5.5,0.45,Plot2_10
385,2,Terminalia superba,Combretaceae,25.5,0.37,0.18,0.16,9,0.45,Plot2_10
386,2,Terminalia superba,Combretaceae,35,0.42,0.25,0.18,17.5,0.45,Plot2_10
387,2,Terminalia superba,Combretaceae,26,0.32,0.18,0.11,10,0.45,Plot2_10
388,2,Terminalia superba,Combretaceae,43,0.55,0.5,0.2,27,0.45,Plot2_10
389,2,Triplochiton scleroxylon,Malvaceae,52,0.61,0.38,0.25,24,0.34,Plot2_10
390,2,Triplochiton scleroxylon,Malvaceae,75,0.95,0.35,0.25,22,0.34,Plot2_10
391,2,Afzelia africana,Fabaceae,22.8,0.28,0.18,0.14,12.5,0.67,Plot2_10
392,2,Antiaris toxicaria,Moraceae,45.4,0.62,0.46,0.35,12.5,0.38,Plot2_10
393,2,Antiaris toxicaria,Moraceae,56,0.7,0.38,0.25,22,0.38,Plot2_10
394,2,Alstonia boonei,Apocynaceae,60,0.75,0.4,0.35,18,0.37,Plot2_10
395,2,Alstonia boonei,Apocynaceae,26.55,0.32,0.18,0.1,12,0.37,Plot2_10
396,2,Alstonia boonei,Apocynaceae,22,0.26,0.15,0.11,11,0.37,Plot2_10
397,2,Alstonia boonei,Apocynaceae,20,0.25,0.17,0.11,10,0.37,Plot2_10
398,2,Alstonia boonei,Apocynaceae,22.3,0.3,0.18,0.09,12,0.37,Plot2_10
399,2,Alstonia boonei,Apocynaceae,30,0.45,0.25,0.18,12.5,0.37,Plot2_10
400,2,Alstonia boonei,Apocynaceae,28,0.31,0.2,0.12,21,0.37,Plot2_10
401,2,Hunteria umbellate ,Apocynaceae,28,0.3,0.19,0.15,9,0.72,Plot2_10
402,2,Lovoa trichilioides,Meliaceae,40,0.45,0.29,0.2,18,0.48,Plot2_10
403,2,Lovoa trichilioides,Meliaceae,95.3,1.11,0.8,0.65,23,0.48,Plot2_10
404,2,Mansonia altissima,Malvaceae,60,0.7,0.5,0.32,15,0.58,Plot2_10
405,2,Mansonia altissima,Malvaceae,44.5,0.5,0.38,0.21,13,0.58,Plot2_10
406,2,Sterculia rhinopetala,Malvaceae,32.5,0.55,0.25,0.2,21.3,0.64,Plot2_10
407,2,Strombosia pustulata,Olacaceae,21,0.25,0.15,0.09,13,0.83,Plot2_10
408,2,Strombosia pustulata,Olacaceae,28.8,0.33,0.15,0.1,11.6,0.83,Plot2_10
409,2,Strombosia pustulata,Olacaceae,26,0.3,0.19,0.14,18,0.83,Plot2_10
410,2,Strombosia pustulata,Olacaceae,22.2,0.29,0.17,0.13,12,0.83,Plot2_10
411,2,Strombosia pustulata,Olacaceae,29,0.36,0.18,0.14,13,0.83,Plot2_10
412,2,Terminalia superba,Combretaceae,95,1.4,0.47,0.3,22,0.45,Plot2_10
413,2,Triplochiton scleroxylon,Malvaceae,85,1,0.7,0.57,22.5,0.34,Plot2_10
414,2,Afzelia africana,Fabaceae,150,1.5,1,0.8,17,0.67,Plot2_10
415,2,Albizia ferruginea,Fabaceae,21.2,0.26,0.15,0.12,17,0.47,Plot2_10
416,2,Albizia ferruginea,Fabaceae,31,0.38,0.26,0.18,18,0.47,Plot2_10
417,2,Alstonia boonei,Apocynaceae,27,0.37,0.18,0.1,12,0.37,Plot2_10
418,2,Antiaris toxicaria,Moraceae,24.8,0.3,0.19,0.11,9,0.38,Plot2_10
419,2,Antiaris toxicaria,Moraceae,32,0.25,0.25,0.11,12,0.38,Plot2_10
420,2,Antiaris toxicaria,Moraceae,28.5,0.38,0.2,0.1,18.2,0.38,Plot2_10
421,2,Cordia millenii,Boraginaceae,50,0.5,0.4,0.25,10,0.52,Plot2_10
422,2,Hevea brasiliensis,Euphorbiaceae,39.4,0.43,0.28,0.19,13,0.49,Plot2_10
423,2,Lovoa trichilioides,Meliaceae,39.6,0.48,0.23,0.18,13,0.48,Plot2_10
424,2,Mansonia altissima,Malvaceae,55.2,0.3,0.21,0.13,19,0.58,Plot2_10
425,2,Mansonia altissima,Malvaceae,20.1,0.23,0.14,0.13,8,0.58,Plot2_10
426,2,Mansonia altissima,Malvaceae,21,0.25,0.14,0.08,16,0.58,Plot2_10
427,2,Mansonia altissima,Malvaceae,26,0.3,0.2,0.16,17.5,0.58,Plot2_10
428,2,Mansonia altissima,Malvaceae,30.5,0.39,0.16,0.13,17.6,0.58,Plot2_10
429,2,Mansonia altissima,Malvaceae,31,0.42,0.16,0.12,18,0.58,Plot2_10
430,2,Pterygota macrocarpa,Malvaceae,90,0.9,0.8,0.65,14,0.52,Plot2_10
431,2,Pterygota macrocarpa,Malvaceae,80,0.8,0.7,0.53,12.3,0.52,Plot2_10
432,2,Sterculia rhinopetala,Malvaceae,22.7,0.28,0.16,0.09,11,0.64,Plot2_10
433,2,Sterculia rhinopetala,Malvaceae,36.1,0.49,0.21,0.15,10,0.64,Plot2_10
434,2,Sterculia rhinopetala,Malvaceae,31.6,0.45,0.23,0.11,9,0.64,Plot2_10
435,2,Sterculia rhinopetala,Malvaceae,30.6,0.45,0.27,0.12,15,0.64,Plot2_11
436,2,Sterculia rhinopetala,Malvaceae,27.4,0.42,0.14,0.11,12,0.64,Plot2_11
437,2,Sterculia rhinopetala,Malvaceae,29.5,0.41,0.22,0.13,15,0.64,Plot2_11
438,2,Strombosia pustulata,Olacaceae,24,0.33,0.18,0.11,11,0.83,Plot2_11
439,2,Strombosia pustulata,Olacaceae,20.2,0.23,0.17,0.09,12,0.83,Plot2_11
440,2,Strombosia pustulata,Olacaceae,33,0.42,0.21,0.13,11,0.83,Plot2_11
441,2,Strombosia pustulata,Olacaceae,38,0.44,0.29,0.11,17,0.83,Plot2_11
442,2,Strombosia pustulata,Olacaceae,37.2,0.57,0.25,0.15,16,0.83,Plot2_11
443,2,Strombosia pustulata,Olacaceae,33,0.38,0.32,0.12,10,0.83,Plot2_11
444,2,Strombosia pustulata,Olacaceae,25,0.33,0.18,0.1,11,0.83,Plot2_11
445,2,Strombosia pustulata,Olacaceae,25,0.32,0.18,0.14,17.3,0.83,Plot2_11
446,2,Strombosia pustulata,Olacaceae,34,0.41,0.22,0.13,19,0.83,Plot2_11
447,2,Strombosia pustulata,Olacaceae,29,0.37,0.15,0.1,16.9,0.83,Plot2_11
448,2,Strombosia pustulata,Olacaceae,26.5,0.33,0.19,0.14,16.3,0.83,Plot2_11
449,2,Strombosia pustulata,Olacaceae,31.5,0.42,0.18,0.15,16,0.83,Plot2_11
450,2,Strombosia pustulata,Olacaceae,44,0.59,0.33,0.2,13,0.83,Plot2_11
451,2,Triplochiton scleroxylon,Malvaceae,23.8,0.34,0.18,0.12,10,0.34,Plot2_11
452,2,Afzelia africana,Fabaceae,175,1.88,1.5,0.8,19.8,0.67,Plot2_11
453,2,Afzelia africana,Fabaceae,130,1.55,0.97,0.5,21,0.67,Plot2_11
454,2,Afzelia africana,Fabaceae,84,1.05,0.7,0.55,12,0.67,Plot2_11
455,2,Afzelia africana,Fabaceae,62.3,0.69,0.65,0.35,13,0.67,Plot2_11
456,2,Antiaris toxicaria,Moraceae,20.3,0.26,0.14,0.08,8,0.38,Plot2_11
457,2,Cordia millenii,Boraginaceae,43.6,0.53,0.3,0.22,10,0.52,Plot2_11
458,2,Ficus exasperata,Moraceae,167,1.85,1.05,0.75,16.5,0.34,Plot2_11
459,2,Hevea brasiliensis,Euphorbiaceae,32,0.35,0.2,0.14,10,0.49,Plot2_11
460,2,Lovoa trichilioides,Meliaceae,26.5,0.32,0.21,0.19,14,0.48,Plot2_12
461,2,Lovoa trichilioides,Meliaceae,27.5,0.37,0.2,0.18,13,0.48,Plot2_12
462,2,Lovoa trichilioides,Meliaceae,40,0.46,0.25,0.18,13,0.48,Plot2_12
463,2,Lovoa trichilioides,Meliaceae,94,1.13,0.68,0.55,11,0.48,Plot2_12
464,2,Mansonia altissima,Malvaceae,45.2,0.5,0.25,0.16,15,0.58,Plot2_12
465,2,Mansonia altissima,Malvaceae,43,0.43,0.2,0.12,14,0.58,Plot2_12
466,2,Sterculia rhinopetala,Malvaceae,35.5,0.56,0.22,0.15,16.5,0.64,Plot2_12
467,2,Sterculia rhinopetala,Malvaceae,37.5,0.44,0.28,0.16,15,0.64,Plot2_12
468,2,Sterculia rhinopetala,Malvaceae,32.3,0.37,0.2,0.13,12,0.64,Plot2_12
469,2,Sterculia rhinopetala,Malvaceae,27.5,0.35,0.2,0.11,12,0.64,Plot2_12
470,2,Strombosia pustulata,Olacaceae,23,0.3,0.17,0.12,13,0.83,Plot2_12
471,2,Strombosia pustulata,Olacaceae,20,0.26,0.15,0.11,12,0.83,Plot2_12
472,2,Strombosia pustulata,Olacaceae,36.5,0.41,0.25,0.18,15,0.83,Plot2_12
473,2,Strombosia pustulata,Olacaceae,23,0.29,0.17,0.11,12,0.83,Plot2_12
474,2,Terminalia superba,Combretaceae,63,0.63,0.4,0.32,12.3,0.45,Plot2_12
475,2,Triplochiton scleroxylon,Malvaceae,26,0.34,0.18,0.1,12,0.34,Plot2_12
476,2,Afzelia africana,Fabaceae,110,1.3,0.65,0.3,27,0.67,Plot2_12
477,2,Albizia ferruginea,Fabaceae,55,0.7,0.4,0.35,12,0.47,Plot2_12
478,2,Antiaris toxicaria,Moraceae,30,0.35,0.16,0.12,13,0.38,Plot2_12
479,2,Antiaris toxicaria,Moraceae,23,0.3,0.1,0.05,13,0.38,Plot2_12
480,2,Bridelia ferruginea,Phyllanthaceae,34.9,0.51,0.2,0.14,22,0.47,Plot2_12
481,2,Euphorbia tirucalli,Euphorbiaceae,30,0.42,0.22,0.1,22,0.48,Plot2_12
482,2,Gossweileirodendron balsamiferum,Fabaceae,30.8,0.37,0.23,0.18,20,0.29,Plot2_12
483,2,Lovoa trichilioides,Meliaceae,21,0.27,0.12,0.07,13,0.48,Plot2_12
484,2,Lovoa trichilioides,Meliaceae,52,0.6,0.25,0.18,20,0.48,Plot2_12
485,2,Lovoa trichilioides,Meliaceae,22,0.3,0.15,0.06,11,0.48,Plot2_12
486,2,Mansonia altissima,Malvaceae,20,0.3,0.1,0.06,12,0.58,Plot2_13
487,2,Mansonia altissima,Malvaceae,38.5,0.46,0.22,0.12,14,0.58,Plot2_13
488,2,Mansonia altissima,Malvaceae,22,0.25,0.13,0.04,15,0.58,Plot2_13
489,2,Sterculia rhinopetala,Malvaceae,76.5,0.87,0.4,0.35,10,0.64,Plot2_13
490,2,Sterculia rhinopetala,Malvaceae,42,0.53,0.3,0.21,17,0.64,Plot2_13
491,2,Sterculia rhinopetala,Malvaceae,25.5,0.28,0.15,0.1,14.2,0.64,Plot2_13
492,2,Sterculia rhinopetala,Malvaceae,26,0.32,0.18,0.12,18.2,0.64,Plot2_13
493,2,Sterculia rhinopetala,Malvaceae,30.2,0.4,0.19,0.15,13,0.64,Plot2_13
494,2,Sterculia rhinopetala,Malvaceae,39,0.57,0.2,0.16,18,0.64,Plot2_13
495,2,Strombosia pustulata,Olacaceae,31,0.42,0.2,0.11,15,0.83,Plot2_13
496,2,Strombosia pustulata,Olacaceae,34,0.43,0.25,0.15,18,0.83,Plot2_13
497,2,Strombosia pustulata,Olacaceae,22.5,0.26,0.2,0.16,18,0.83,Plot2_13
498,2,Strombosia pustulata,Olacaceae,21,0.26,0.16,0.09,17,0.83,Plot2_13
499,2,Strombosia pustulata,Olacaceae,24.5,0.29,0.18,0.12,12,0.83,Plot2_13
500,2,Terminalia superba,Combretaceae,25,0.32,0.2,0.12,14,0.45,Plot2_13
501,2,Triplochiton scleroxylon,Malvaceae,60,0.7,0.25,0.2,25,0.34,Plot2_13
502,2,Triplochiton scleroxylon,Malvaceae,26.4,0.54,0.25,0.2,24,0.34,Plot2_13
503,2,Triplochiton scleroxylon,Malvaceae,42.5,0.61,0.25,0.19,15.7,0.34,Plot2_13
504,2,Afzelia africana,Fabaceae,38.9,0.46,0.22,0.14,13.5,0.67,Plot2_13
505,2,Albizia ferruginea,Fabaceae,46,0.55,0.38,0.26,18,0.47,Plot2_13
506,2,Antiaris africana,Moraceae,40.2,0.56,0.3,0.2,14.5,0.37,Plot2_13
507,2,Antiaris africana,Moraceae,85,1,0.6,0.4,23.1,0.37,Plot2_13
508,2,Antiaris toxicaria,Moraceae,30,0.34,0.23,0.15,17,0.38,Plot2_13
509,2,Brachystegia nigerica,Fabaceae,86.1,1.05,0.65,0.3,12,0.52,Plot2_13
510,2,Cordia millenii,Boraginaceae,50,0.61,0.42,0.2,15,0.52,Plot2_13
511,2,Cordia millenii,Boraginaceae,29,0.36,0.2,0.15,11,0.52,Plot2_13
512,2,Cordia millenii,Boraginaceae,65,0.8,0.39,0.18,15,0.52,Plot2_14
513,2,Cordia millenii,Boraginaceae,80,1,0.65,0.3,16,0.52,Plot2_14
514,2,Cordia millenii,Boraginaceae,75,1.2,0.6,0.45,24,0.52,Plot2_14
515,2,Cordia millenii,Boraginaceae,57.1,0.84,0.4,0.2,19.5,0.52,Plot2_14
516,2,Cordia millenii,Boraginaceae,39.2,0.52,0.28,0.2,15,0.52,Plot2_14
517,2,Crossopteryx febrifuga,Rubiaceae,60.4,0.69,0.5,0.35,25.3,0.7,Plot2_14
518,2,Lovoa trichilioides,Meliaceae,25,0.27,0.18,0.1,16,0.48,Plot2_14
519,2,Sterculia rhinopetala,Malvaceae,24.2,0.29,0.2,0.15,14.5,0.64,Plot2_14
520,2,Sterculia rhinopetala,Malvaceae,50.4,0.67,0.4,0.21,14.5,0.64,Plot2_14
521,2,Sterculia rhinopetala,Malvaceae,43.6,0.59,0.58,0.2,16,0.64,Plot2_14
522,2,Triplochiton scleroxylon,Malvaceae,60,0.68,0.4,0.2,23,0.34,Plot2_14
523,2,Triplochiton scleroxylon,Malvaceae,45.3,0.54,0.35,0.2,17.5,0.34,Plot2_14
524,2,Triplochiton scleroxylon,Malvaceae,53.4,0.7,0.4,0.25,18,0.34,Plot2_14
525,2,Albizia lebbeck,Fabaceae,85,1.05,0.6,0.3,12,0.52,Plot2_14
526,2,Ceiba pentandra,Malvaceae,30,0.74,0.15,0.1,10,0.3,Plot2_14
527,2,Ceiba pentandra,Malvaceae,130,1.3,1,0.5,16.9,0.3,Plot2_14
528,2,Ceiba pentandra,Malvaceae,43.2,0.51,0.34,0.2,14.6,0.3,Plot2_14
529,2,Cordia millenii,Boraginaceae,31,0.4,0.15,0.08,11,0.52,Plot2_14
530,2,Cordia millenii,Boraginaceae,55,0.81,0.4,0.33,10,0.52,Plot2_14
531,2,Cordia millenii,Boraginaceae,29,0.37,0.22,0.1,13,0.52,Plot2_14
532,2,Hevea brasiliensis,Euphorbiaceae,25,0.32,0.2,0.12,12.5,0.49,Plot2_14
533,2,Lovoa trichilioides,Meliaceae,23,0.28,0.11,0.08,12,0.48,Plot2_14
534,2,Piptadeniastrum africanum,Fabaceae,42,0.53,0.36,0.29,10,0.64,Plot2_14
535,2,Pterygota macrocarpa,Malvaceae,75,0.9,0.56,0.4,14.7,0.52,Plot2_14
536,2,Sterculia rhinopetala,Malvaceae,22,0.28,0.15,0.08,12,0.64,Plot2_14
537,2,Sterculia rhinopetala,Malvaceae,40,0.65,0.35,0.28,15.5,0.64,Plot2_14
538,2,Sterculia rhinopetala,Malvaceae,28,0.5,0.2,0.12,13.1,0.64,Plot2_15
539,2,Sterculia rhinopetala,Malvaceae,22,0.27,0.18,0.1,12,0.64,Plot2_15
540,2,Terminalia superba,Combretaceae,110,1.1,0.6,0.3,25,0.45,Plot2_15
541,2,Terminalia superba,Combretaceae,120,1.2,1,0.5,20,0.45,Plot2_15
542,2,Triplochiton scleroxylon,Malvaceae,84,1.1,0.6,0.4,12,0.34,Plot2_15
